station,year,severity,collision,road_type,lat,lng
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.909494,77.566799
K S Layout,2022,Grievous Injury,Hit pedestrian,Others,12.891429,77.565427
K S Layout,2022,Damage Only,Vehicle to Vehicle,Others,12.865051,77.510238
K S Layout,2022,Grievous Injury,Hit pedestrian,Residential Street,12.909731,77.550156
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.883043,77.542021
K S Layout,2022,Fatal,Vehicle to Vehicle,Others,12.913989,77.573371
K S Layout,2022,Grievous Injury,Not Applicable,Others,12.865539,77.483427
K S Layout,2022,Simple Injury,Not Applicable,Others,12.879589,77.494417
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.894193,77.54348
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.900852,77.543918
K S Layout,2022,Grievous Injury,Hit pedestrian,Others,12.906014,77.541735
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.96506,77.544129
K S Layout,2022,Grievous Injury,Hit pedestrian,Others,12.852043,77.547251
K S Layout,2022,Fatal,Not Applicable,Others,12.866466,77.534477
K S Layout,2022,Fatal,Not Applicable,Others,12.888366,77.582032
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.905868,77.562997
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.895264,77.571889
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.887466,77.550084
K S Layout,2022,Fatal,Vehicle to Vehicle,Others,12.858468,77.526072
K S Layout,2022,Fatal,Hit pedestrian,Others,12.912421,77.572934
K S Layout,2022,Damage Only,Vehicle to Vehicle,Others,12.880688,77.55242
K S Layout,2022,Damage Only,Vehicle to Vehicle,Others,12.898837,77.543846
K S Layout,2022,Grievous Injury,Hit pedestrian,Others,12.893342,77.53817
K S Layout,2022,Grievous Injury,Hit pedestrian,Others,12.885788,77.556187
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.887165,77.564884
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.921147,77.547235
K S Layout,2022,Grievous Injury,Not Applicable,Others,12.887627,77.561227
K S Layout,2022,Simple Injury,Vehicle to Vehicle,Others,12.858886,77.528311
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.894008,77.556357
K S Layout,2022,Fatal,Vehicle to Vehicle,Others,12.88400396,77.50177019
K S Layout,2022,Fatal,Hit pedestrian,Others,12.882705,77.566112
K S Layout,2022,Damage Only,Vehicle to Vehicle,Others,12.864722,77.510787
K S Layout,2022,Fatal,Hit bicyclist,Others,12.914582,77.564702
K S Layout,2022,Damage Only,Vehicle to Vehicle,Others,12.88357,77.548625
K S Layout,2022,Simple Injury,Hit pedestrian,Others,12.911849,77.572851
K S Layout,2022,Grievous Injury,Hit pedestrian,Others,12.910983,77.572845
K S Layout,2022,Fatal,Vehicle to Vehicle,Others,12.849252,77.574545
K S Layout,2022,Grievous Injury,Not Applicable,Others,12.876072,77.492687
K S Layout,2022,Simple Injury,Vehicle to Vehicle,Others,12.866395,77.534784
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.87753,77.493935
K S Layout,2022,Fatal,Vehicle to Vehicle,Others,12.8545054,77.5455221
K S Layout,2022,Grievous Injury,Hit pedestrian,Others,12.909391,77.564202
K S Layout,2022,Grievous Injury,Hit pedestrian,Others,12.911836,77.558529
K S Layout,2022,Fatal,Hit pedestrian,Others,12.90488,77.562505
K S Layout,2022,Damage Only,Vehicle to Vehicle,Major District Road,12.852817,77.544523
K S Layout,2022,Simple Injury,Not Applicable,Others,12.878286,77.515981
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.861028,77.566122
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.864661,77.51089
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.894383,77.5686
K S Layout,2022,Fatal,Vehicle to Vehicle,Others,12.850575,77.580554
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.88054,77.568234
K S Layout,2022,Fatal,Vehicle to Vehicle,Others,12.860438,77.52928
K S Layout,2022,Simple Injury,Vehicle to Vehicle,Others,12.858447,77.527944
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.906462,77.573252
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.885153,77.543891
K S Layout,2022,Fatal,Vehicle to Vehicle,Others,12.894801,77.56906
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.856546,77.5311
K S Layout,2022,Grievous Injury,Hit pedestrian,Others,12.899704,77.570786
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.87503,77.51061
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Expressway,12.86987555,77.50233118
K S Layout,2022,Fatal,Hit pedestrian,Others,12.905762,77.542712
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Residential Street,12.873857,77.561547
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Expressway,12.851917,77.547057
K S Layout,2022,Fatal,Vehicle to Vehicle,Others,12.857851,77.527704
K S Layout,2022,Grievous Injury,Hit pedestrian,Others,12.870871,77.50177019
K S Layout,2022,Fatal,Hit pedestrian,Others,12.882434,77.546864
K S Layout,2022,Fatal,Hit pedestrian,Others,12.886148,77.538676
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.892193,77.515629
K S Layout,2022,Fatal,Vehicle to Vehicle,Others,12.896935,77.571047
K S Layout,2022,Fatal,Hit pedestrian,Others,12.850345,77.58138
K S Layout,2022,Simple Injury,Vehicle to Vehicle,Others,12.848145,77.566474
K S Layout,2022,Grievous Injury,Hit pedestrian,Others,12.912133,77.55177
K S Layout,2022,Simple Injury,Hit bicyclist,Others,12.896277,77.552472
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.893337,77.538159
K S Layout,2022,Damage Only,Vehicle to Vehicle,Others,12.850542,77.580163
K S Layout,2022,Damage Only,Vehicle to Vehicle,Others,12.880887,77.583882
K S Layout,2022,Damage Only,Vehicle to Vehicle,Residential Street,12.9044451,77.5602733
K S Layout,2022,Grievous Injury,Hit pedestrian,Others,12.906594,77.548721
K S Layout,2022,Grievous Injury,Vehicle to Vehicle,Others,12.887174,77.564344
K S Layout,2022,Grievous Injury,Hit pedestrian,Others,12.915901,77.544727
K S Layout,2022,Simple Injury,Vehicle to Vehicle,Others,12.866484,77.534645
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Major District Road,12.888304,77.562098
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.907519,77.563868
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.911854,77.567741
K S Layout,2023,Fatal,Vehicle to Vehicle,Others,12.896311,77.552471
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.903534,77.544594
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.88631,77.558451
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Major District Road,12.900874,77.573166
K S Layout,2023,Damage Only,Vehicle to Vehicle,Others,12.863125,77.514288
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.876841,77.544397
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.869407,77.587862
K S Layout,2023,Fatal,Not Applicable,Others,12.881651,77.558818
K S Layout,2023,Grievous Injury,Hit bicyclist,Others,12.887942,77.58191
K S Layout,2023,Fatal,Hit pedestrian,Others,12.893599,77.557263
K S Layout,2023,Fatal,Vehicle to Vehicle,Others,12.875454,77.569139
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.895913,77.570185
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.906997,77.54622
K S Layout,2023,Damage Only,Vehicle to Vehicle,Others,12.888204,77.580308
K S Layout,2023,Fatal,Hit pedestrian,Others,12.873998,77.573291
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.89118,77.579872
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.885463,77.582325
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.891106,77.551911
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.914468,77.573577
K S Layout,2023,Damage Only,Not Applicable,Others,12.88092,77.56847
K S Layout,2023,Damage Only,Vehicle to Vehicle,Others,12.891929,77.572058
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Two way,12.911411,77.568081
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.896297,77.55102
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.865681,77.580944
K S Layout,2023,Grievous Injury,Not Applicable,One way,12.886044,77.582175
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.903757,77.544465
K S Layout,2023,Simple Injury,Vehicle to Vehicle,Others,12.911551,77.55833
K S Layout,2023,Damage Only,Vehicle to Vehicle,Others,12.890535,77.581806
K S Layout,2023,Simple Injury,Vehicle to Vehicle,Others,12.906537,77.544209
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Residential Street,12.852043,77.525441
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.894736,77.555348
K S Layout,2023,Fatal,Not Applicable,Others,12.911262,77.57242
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.910264,77.56911
K S Layout,2023,Simple Injury,Vehicle to Vehicle,Major District Road,12.906569,77.573327
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.889208,77.550592
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Major District Road,12.894808,77.569048
K S Layout,2023,Fatal,Vehicle to Vehicle,Others,12.908951,77.570143
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.905694,77.558282
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.864614,77.510974
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.873409,77.497842
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.885393,77.575547
K S Layout,2023,Damage Only,Vehicle to Vehicle,Others,12.901413,77.573423
K S Layout,2023,Grievous Injury,Hit pedestrian,Two way,12.90823,77.542531
K S Layout,2023,Simple Injury,Vehicle to Vehicle,Others,12.885465,77.563344
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.904737,77.573439
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.862097,77.585018
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.897497,77.556982
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.888494,77.564188
K S Layout,2023,Grievous Injury,Hit bicyclist,Others,12.886377,77.569241
K S Layout,2023,Fatal,Hit pedestrian,Others,12.906255,77.573381
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.883217,77.565653
K S Layout,2023,Simple Injury,Hit pedestrian,Major District Road,12.896049,77.570144
K S Layout,2023,Simple Injury,Vehicle to Vehicle,Others,12.871023,77.578207
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.875308,77.57169
K S Layout,2023,Fatal,Vehicle to Vehicle,Expressway,12.848488,77.571432
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.912897,77.54647
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.895216,77.55266
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.752785,77.56253
K S Layout,2023,Fatal,Not Applicable,Others,12.907591,77.528183
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.909741,77.55023
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Expressway,12.850157,77.588018
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.892238,77.566247
K S Layout,2023,Grievous Injury,Hit animal,Others,12.909611,77.549994
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.888039,77.580982
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.904721,77.573454
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.90073,77.53065
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.892666,77.566763
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.873338,77.570424
K S Layout,2023,Grievous Injury,Not Applicable,Others,12.863935,77.584147
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.908841,77.535838
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.91119,77.567077
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.901681,77.529997
K S Layout,2023,Grievous Injury,Hit pedestrian,Minor District Road,12.914728,77.546545
K S Layout,2023,Simple Injury,Hit pedestrian,Others,12.883922,77.582963
K S Layout,2023,Fatal,Hit pedestrian,Others,12.891534,77.577045
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.867006,77.577409
K S Layout,2023,Simple Injury,Vehicle to Vehicle,Others,12.879939,77.544457
K S Layout,2023,Damage Only,Vehicle to Vehicle,Expressway,12.848073,77.564709
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.886542,77.577755
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.876524,77.52867
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.909658,77.572951
K S Layout,2023,Simple Injury,Hit pedestrian,Others,12.855102,77.581516
K S Layout,2023,Simple Injury,Vehicle to Vehicle,Others,12.906641,77.563394
K S Layout,2023,Simple Injury,Vehicle to Vehicle,Others,12.909596,77.549988
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.898886,77.567723
K S Layout,2023,Damage Only,Vehicle to Vehicle,Major District Road,12.897707,77.571585
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.889579,77.563543
K S Layout,2023,Fatal,Vehicle to Vehicle,Others,12.903313,77.544589
K S Layout,2023,Fatal,Not Applicable,Others,12.885814,77.556299
K S Layout,2023,Grievous Injury,Hit pedestrian,Two way,12.904713,77.573441
K S Layout,2023,Grievous Injury,Hit pedestrian,Two way,12.902798,77.573359
K S Layout,2023,Simple Injury,Hit pedestrian,Others,12.903165,77.561684
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.908411,77.537163
K S Layout,2023,Damage Only,Vehicle to Vehicle,Others,12.908686,77.570866
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.907103,77.573074
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.876359,77.574473
K S Layout,2023,Damage Only,Vehicle to Vehicle,Others,12.91571,77.561459
K S Layout,2023,Simple Injury,Not Applicable,Others,12.849063,77.583289
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.904238,77.562212
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Others,12.902928,77.563368
K S Layout,2023,Fatal,Vehicle to Vehicle,Others,12.894849,77.569049
K S Layout,2023,Grievous Injury,Hit bicyclist,Others,12.917708,77.541875
K S Layout,2023,Grievous Injury,Hit pedestrian,Others,12.915953,77.541839
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,Two way,12.912524,77.56707
K S Layout,2023,Grievous Injury,Vehicle to Vehicle,One way,12.889501,77.563451
Madivala,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.900629,77.633625
Madivala,2016,Simple Injury,Hit pedestrian,City or Town Road,12.90374,77.63047
Madivala,2016,Grievous Injury,Others,City or Town Road,12.889501,77.64093
Madivala,2016,Grievous Injury,Hit and Run,City or Town Road,12.924493,77.618197
Madivala,2016,Grievous Injury,Hit and Run,City or Town Road,12.92091,77.61822
Madivala,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.91193,77.62562
Madivala,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.89873,77.6338
Madivala,2016,Fatal,Hit and Run,City or Town Road,12.9223,77.61956
Madivala,2016,Grievous Injury,Skidding or Self accident,City or Town Road,12.93202,77.61344
Madivala,2016,Fatal,Hit and Run,City or Town Road,12.91192,77.62611
Madivala,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.89919,77.63357
Madivala,2016,Grievous Injury,Hit and Run,City or Town Road,12.89585,77.63607
Madivala,2016,Damage Only,Hit and Run,City or Town Road,12.90023,77.63349
Madivala,2017,Grievous Injury,Head on,City or Town Road,12.92043,77.63571
Madivala,2017,Grievous Injury,Hit animal,Expressway,12.91324,77.63803
Madivala,2017,Grievous Injury,Head on,City or Town Road,12.90647,77.629
Madivala,2017,Grievous Injury,Hit and Run,City or Town Road,12.92655,77.61562
Madivala,2017,Simple Injury,Drowned,City or Town Road,12.91772,77.62442
Madivala,2017,Simple Injury,Hit and Run,City or Town Road,12.89283,77.63772
Madivala,2017,Simple Injury,Head on,City or Town Road,12.92655,77.61683
Madivala,2017,Simple Injury,Hit and Run,City or Town Road,12.922185,77.619536
Madivala,2017,Simple Injury,Rear end,Expressway,12.898681,77.634009
Madivala,2017,Simple Injury,Head on,City or Town Road,12.91907,77.63833
Madivala,2017,Damage Only,Head on,City or Town Road,12.902676,77.631264
Madivala,2017,Grievous Injury,Hit and Run,Expressway,12.90702,77.628823
Madivala,2017,Grievous Injury,Hit and Run,Expressway,12.90534,77.63007
Madivala,2017,Fatal,Hit and Run,Expressway,12.901701,77.63224
Madivala,2017,Fatal,Hit and Run,Expressway,12.89436,77.63683
Madivala,2017,Fatal,Hit pedestrian,Expressway,12.90016,77.63314
Madivala,2017,Grievous Injury,Hit and Run,Expressway,12.906998,77.628757
Madivala,2017,Grievous Injury,Hit bicyclist,Expressway,12.929382,77.615116
Madivala,2017,Grievous Injury,Head on,City or Town Road,12.89098,77.64001
Madivala,2017,Simple Injury,Head on,City or Town Road,12.89438,77.63675
Madivala,2017,Grievous Injury,Rear end,Expressway,12.92226,77.61962
Madivala,2017,Simple Injury,Head on,Expressway,12.931848,77.613634
Madivala,2017,Grievous Injury,Hit pedestrian,Expressway,12.894349,77.63688
Madivala,2017,Grievous Injury,Hit and Run,City or Town Road,12.92474,77.61861
Madivala,2017,Grievous Injury,Hit and Run,City or Town Road,12.892476,77.637787
Madivala,2017,Grievous Injury,Side impact or Right angle,Expressway,12.89785,77.63455
Madivala,2017,Grievous Injury,Hit bicyclist,Expressway,12.91742,77.62296
Madivala,2017,Fatal,Head on,Expressway,12.910732,77.626556
Madivala,2017,Grievous Injury,Hit and Run,Expressway,12.914322,77.624626
Madivala,2017,Grievous Injury,Hit pedestrian,Expressway,12.897785,77.634486
Madivala,2017,Grievous Injury,Hit and Run,Expressway,12.89688,77.63501
Madivala,2017,Fatal,Head on,City or Town Road,12.91661,77.62294
Madivala,2017,Fatal,Hit and Run,Expressway,12.929602,77.615161
Madivala,2017,Grievous Injury,Hit and Run,Expressway,12.901717,77.632294
Madivala,2017,Grievous Injury,Hit bicyclist,State Highway,12.917103,77.627727
Madivala,2017,Damage Only,Head on,City or Town Road,12.9059,77.6296
Madivala,2017,Grievous Injury,Hit and Run,City or Town Road,12.91251,77.62558
Madivala,2017,Fatal,Rear end,Expressway,12.89744,77.63477
Madivala,2017,Simple Injury,Hit and Run,Expressway,12.909864,77.627223
Madivala,2017,Grievous Injury,Hit pedestrian,City or Town Road,12.91355,77.62502
Madivala,2017,Grievous Injury,Rear end,Two way,12.91643,77.63397
Madivala,2017,Simple Injury,Hit and Run,City or Town Road,12.91606,77.63645
Madivala,2017,Simple Injury,Head on,City or Town Road,12.9127,77.62555
Madivala,2017,Simple Injury,Others,City or Town Road,12.92362,77.61872
Madivala,2017,Damage Only,Rear end,City or Town Road,12.91738,77.62324
Madivala,2017,Simple Injury,Hit and Run,City or Town Road,12.89619,77.63549
Madivala,2017,Grievous Injury,Hit and Run,City or Town Road,12.923146,77.624243
Madivala,2017,Grievous Injury,Head on,City or Town Road,12.92222,77.61954
Madivala,2017,Fatal,Hit and Run,Expressway,12.90673,77.62904
Madivala,2017,Grievous Injury,Hit and Run,Expressway,12.91265,77.62544
Madivala,2017,Grievous Injury,Hit and Run,City or Town Road,12.89193,77.62592
Madivala,2017,Grievous Injury,Hit and Run,Expressway,12.91183,77.62602
Madivala,2017,Grievous Injury,Hit and Run,Expressway,12.93128,77.613945
Madivala,2017,Simple Injury,Hit and Run,Expressway,12.906682,77.628935
Madivala,2017,Simple Injury,Drowned,City or Town Road,12.89307,77.63748
Madivala,2017,Grievous Injury,Hit and Run,City or Town Road,12.91723,77.62299
Madivala,2017,Grievous Injury,Rear end,Expressway,12.91292,77.62541
Madivala,2017,Grievous Injury,Hit and Run,Expressway,12.92955,77.61519
Madivala,2017,Simple Injury,Head on,City or Town Road,12.900973,77.632607
Madivala,2017,Grievous Injury,Hit pedestrian,City or Town Road,12.894434,77.636519
Madivala,2017,Simple Injury,Head on,City or Town Road,12.91683,77.62127
Madivala,2017,Grievous Injury,Hit and Run,Expressway,12.89287,77.63779
Madivala,2017,Fatal,Hit and Run,Expressway,12.909995,77.627154
Madivala,2017,Fatal,Hit and Run,Expressway,12.917291,77.622885
Madivala,2017,Grievous Injury,Hit and Run,City or Town Road,12.90693,77.62907
Madivala,2017,Grievous Injury,Head on,City or Town Road,12.91346,77.62503
Madivala,2017,Grievous Injury,Head on,City or Town Road,12.91388,77.616547
Madivala,2017,Grievous Injury,Hit and Run,City or Town Road,12.8984,77.634046
Madivala,2017,Damage Only,Hit and Run,City or Town Road,12.89706,77.63508
Madivala,2017,Grievous Injury,Hit pedestrian,Expressway,12.91742,77.62298
Madivala,2017,Grievous Injury,Hit and Run,Expressway,12.91347,77.62497
Madivala,2017,Simple Injury,Head on,City or Town Road,12.91573,77.63239
Madivala,2017,Fatal,Hit bicyclist,Expressway,12.90661,77.62909
Madivala,2017,Simple Injury,Hit and Run,City or Town Road,12.91691,77.62158
Madivala,2017,Grievous Injury,Hit and Run,Expressway,12.91305,77.62527
Madivala,2017,Grievous Injury,Hit and Run,Expressway,12.89669,77.63527
Madivala,2017,Grievous Injury,Hit bicyclist,Expressway,12.917105,77.622898
Madivala,2017,Grievous Injury,Hit and Run,City or Town Road,12.91651,77.6345
Madivala,2017,Grievous Injury,Hit and Run,Expressway,12.90983,77.62708
Madivala,2017,Simple Injury,Hit pedestrian,Expressway,12.92119,77.620153
Madivala,2018,Fatal,Hit pedestrian,Expressway,12.90186,77.631956
Madivala,2018,Simple Injury,Hit bicyclist,Service Road,12.919276,77.621606
Madivala,2018,Grievous Injury,Hit and Run,Expressway,12.902048,77.632163
Madivala,2018,Simple Injury,Hit and Run,Expressway,12.90703,77.628819
Madivala,2018,Fatal,Hit and Run,Expressway,12.912489,77.625505
Madivala,2018,Simple Injury,Hit and Run,City or Town Road,12.928264,77.615776
Madivala,2018,Grievous Injury,Hit pedestrian,Others,12.929441,77.61511
Madivala,2018,Grievous Injury,Hit pedestrian,City or Town Road,12.922332,77.619476
Madivala,2018,Grievous Injury,Hit pedestrian,Expressway,12.903548,77.631159
Madivala,2018,Simple Injury,Hit and Run,Expressway,12.898348,77.634064
Madivala,2018,Fatal,Hit pedestrian,Expressway,12.896136,77.635489
Madivala,2018,Damage Only,Rear end,Expressway,12.92947,77.615237
Madivala,2018,Simple Injury,Hit and Run,City or Town Road,12.917978,77.622113
Madivala,2018,Fatal,Hit and Run,Expressway,12.896112,77.635673
Madivala,2018,Simple Injury,Hit and Run,Expressway,12.933879,77.610954
Madivala,2018,Grievous Injury,Hit pedestrian,Service Road,12.91676,77.631934
Madivala,2018,Grievous Injury,Hit bicyclist,Service Road,12.891713,77.625559
Madivala,2018,Fatal,Hit bicyclist,Expressway,12.912879,77.625391
Madivala,2018,Fatal,Hit and Run,Service Road,12.903006,77.62421
Madivala,2018,Grievous Injury,Hit and Run,Expressway,12.894854,77.636606
Madivala,2018,Fatal,Hit and Run,Expressway,12.911854,77.626032
Madivala,2018,Grievous Injury,Hit pedestrian,City or Town Road,12.924027,77.628708
Madivala,2018,Grievous Injury,Hit pedestrian,Expressway,12.90872,77.628123
Madivala,2018,Grievous Injury,Hit bicyclist,Expressway,12.929434,77.615066
Madivala,2018,Grievous Injury,Hit and Run,Expressway,12.932646,77.612342
Madivala,2018,Grievous Injury,Hit and Run,Others,12.919632,77.621226
Madivala,2018,Grievous Injury,Hit and Run,Expressway,12.917417,77.622895
Madivala,2018,Fatal,Hit pedestrian,City or Town Road,12.929744,77.613678
Madivala,2018,Grievous Injury,Hit bicyclist,Expressway,12.927896,77.61601
Madivala,2018,Grievous Injury,Hit bicyclist,Others,12.917239,77.622805
Madivala,2018,Damage Only,Others,Others,12.917396,77.622916
Madivala,2018,Grievous Injury,Hit pedestrian,City or Town Road,12.927817,77.616064
Madivala,2018,Grievous Injury,Hit bicyclist,Others,12.931607,77.613888
Madivala,2018,Grievous Injury,Hit bicyclist,Expressway,12.929567,77.615171
Madivala,2018,Fatal,Hit and Run,Expressway,12.921228,77.620266
Madivala,2018,Grievous Injury,Hit and Run,Expressway,12.929461,77.615239
Madivala,2018,Grievous Injury,Hit and Run,Others,12.923989,77.628563
Madivala,2018,Simple Injury,Hit and Run,City or Town Road,12.917802,77.624968
Madivala,2018,Fatal,Hit bicyclist,Expressway,12.897018,77.635044
Madivala,2018,Simple Injury,Hit and Run,Expressway,12.898932,77.633687
Madivala,2018,Grievous Injury,Hit bicyclist,Expressway,12.906353,77.629465
Madivala,2018,Simple Injury,Rear end,Expressway,12.900876,77.632547
Madivala,2018,Damage Only,Rear end,City or Town Road,12.916492,77.620073
Madivala,2018,Simple Injury,Hit pedestrian,City or Town Road,12.922365,77.619472
Madivala,2018,Grievous Injury,Hit pedestrian,Expressway,12.911747,77.626086
Madivala,2018,Simple Injury,Head on,Forest Road,12.90028,77.633106
Madivala,2018,Grievous Injury,Hit pedestrian,Expressway,12.896232,77.635698
Madivala,2018,Grievous Injury,Hit bicyclist,City or Town Road,12.916329,77.615187
Madivala,2018,Grievous Injury,Rear end,Expressway,12.922395,77.61947
Madivala,2018,Grievous Injury,Hit and Run,Expressway,12.916398,77.615288
Madivala,2018,Simple Injury,Hit and Run,City or Town Road,12.916777,77.631754
Madivala,2018,Damage Only,Hit and Run,City or Town Road,12.917477,77.623825
Madivala,2018,Grievous Injury,Hit and Run,Expressway,12.89824,77.634113
Madivala,2018,Grievous Injury,Hit pedestrian,Expressway,12.905254,77.629883
Madivala,2018,Grievous Injury,Hit bicyclist,Expressway,12.896088,77.635513
Madivala,2018,Grievous Injury,Hit bicyclist,Expressway,12.91174,77.625926
Madivala,2018,Grievous Injury,Hit and Run,Expressway,12.904668,77.630491
Madivala,2018,Grievous Injury,Rear end,Expressway,12.905266,77.629973
Madivala,2018,Grievous Injury,Hit bicyclist,Expressway,12.907006,77.628816
Madivala,2018,Grievous Injury,Rear end,Service Road,12.903567,77.626985
Madivala,2018,Grievous Injury,Hit pedestrian,Expressway,12.901719,77.632305
Madivala,2018,Simple Injury,Hit pedal cyclist,Others,12.91765,77.624172
Madivala,2018,Simple Injury,Hit pedestrian,Expressway,12.920153,77.620726
Madivala,2019,Fatal,Hit and Run,Expressway,12.909681,77.627393
Madivala,2019,Fatal,Hit pedestrian,Expressway,12.9,77.633437
Madivala,2019,Fatal,Hit pedestrian,Expressway,12.896766,77.63502
Madivala,2019,Grievous Injury,Rear end,Expressway,12.900994,77.63248
Madivala,2019,Grievous Injury,Vehicle to Vehicle,Service Road,12.906154,77.629627
Madivala,2019,Fatal,Hit and Run,Expressway,12.907395,77.628797
Madivala,2019,Simple Injury,Right Turn Collision,Service Road,12.917722,77.622714
Madivala,2019,Fatal,Rear end,Expressway,12.907228,77.629025
Madivala,2019,Grievous Injury,Hit pedestrian,Expressway,12.895207,77.63635
Madivala,2019,Grievous Injury,Rear end,Expressway,12.908507,77.627916
Madivala,2019,Damage Only,Rear end,Expressway,12.914735,77.624109
Madivala,2019,Fatal,Hit pedestrian,Expressway,12.899783,77.633214
Madivala,2019,Grievous Injury,Hit pedestrian,Expressway,12.911945,77.626139
