station,year,severity,collision,road_type,lat,lng
R T Nagar,2019,Simple Injury,Vehicle to Vehicle,Others,13.040798,77.568326
R T Nagar,2019,Grievous Injury,Vehicle to Vehicle,Others,13.020666,77.592423
R T Nagar,2019,Grievous Injury,Not Applicable,Others,13.041394,77.58796
R T Nagar,2019,Grievous Injury,Hit pedestrian,Others,13.025611,77.585235
R T Nagar,2019,Simple Injury,Others,City or Town Road,13.001338,77.594526
R T Nagar,2019,Damage Only,Right Turn Collision,City or Town Road,13.027387,77.576866
R T Nagar,2019,Grievous Injury,Hit and Run,Not Applicable,13.022924,77.600834
R T Nagar,2019,Simple Injury,Others,Others,13.025611,77.585235
R T Nagar,2019,Grievous Injury,Hit and Run,City or Town Road,13.042376,77.580889
R T Nagar,2019,Grievous Injury,Others,City or Town Road,13.001338,77.594526
R T Nagar,2019,Grievous Injury,Not Applicable,Others,13.035875,77.589097
R T Nagar,2019,Simple Injury,Vehicle to Vehicle,Others,13.001338,77.594547
R T Nagar,2019,Grievous Injury,Others,Not Applicable,13.040798,77.568498
R T Nagar,2019,Grievous Injury,Hit pedestrian,Residential Street,13.024858,77.587563
R T Nagar,2019,Grievous Injury,Others,Not Applicable,13.040798,77.568498
R T Nagar,2019,Simple Injury,Others,City or Town Road,13.036805,77.566019
R T Nagar,2019,Damage Only,Others,City or Town Road,13.013443,77.593646
R T Nagar,2019,Simple Injury,Hit and Run,City or Town Road,13.006147,77.592959
R T Nagar,2019,Fatal,Others,Others,13.025611,77.58575
R T Nagar,2019,Grievous Injury,Others,City or Town Road,13.042376,77.58796
R T Nagar,2019,Damage Only,Others,City or Town Road,13.03783,77.568498
R T Nagar,2019,Simple Injury,Others,City or Town Road,13.034129,77.871223
R T Nagar,2019,Simple Injury,Vehicle to Vehicle,Others,13.031872,77.576866
R T Nagar,2019,Damage Only,Others,Others,13.001338,77.594547
R T Nagar,2019,Fatal,Vehicle to Vehicle,NH,13.028642,77.586136
R T Nagar,2019,Fatal,Vehicle to Vehicle,Others,13.040411,77.579452
R T Nagar,2019,Damage Only,Others,City or Town Road,12.999017,77.600105
R T Nagar,2020,Grievous Injury,Not Applicable,Not Applicable,13.035979,77.589121
R T Nagar,2020,Simple Injury,Vehicle to Vehicle,Others,13.035994,77.589153
R T Nagar,2020,Simple Injury,Not Applicable,Others,13.035985,77.589136
R T Nagar,2020,Fatal,Not Applicable,Not Applicable,13.02414,77.584694
R T Nagar,2020,Damage Only,Not Applicable,Not Applicable,13.035939,77.588987
R T Nagar,2020,Simple Injury,Not Applicable,Others,13.039341,77.5735889
R T Nagar,2020,Damage Only,Vehicle to Vehicle,Two way,13.029413,77.573539
R T Nagar,2020,Damage Only,Not Applicable,Others,13.037831,77.589115
R T Nagar,2020,Simple Injury,Vehicle to Vehicle,Others,13.041575,77.586768
R T Nagar,2020,Fatal,Hit pedestrian,Not Applicable,13.039107,77.5893829
R T Nagar,2020,Simple Injury,Vehicle to Vehicle,Others,13.026232,77.585298
R T Nagar,2020,Grievous Injury,Not Applicable,Not Applicable,13.038228,77.589454
R T Nagar,2020,Simple Injury,Not Applicable,Not Applicable,13.03365,77.588397
R T Nagar,2020,Damage Only,Not Applicable,Others,13.043206,77.572351
R T Nagar,2020,Grievous Injury,Vehicle to Vehicle,Not Applicable,13.033362,77.588284
R T Nagar,2020,Grievous Injury,Not Applicable,Others,13.039099,77.5893479
R T Nagar,2020,Simple Injury,Not Applicable,Others,13.043288,77.56681
R T Nagar,2020,Grievous Injury,Not Applicable,Others,13.036926,77.574515
R T Nagar,2020,Damage Only,Not Applicable,Others,13.026167,77.585268
R T Nagar,2020,Damage Only,Not Applicable,Others,13.039236,77.5895279
R T Nagar,2020,Damage Only,Not Applicable,NH,13.042148,77.582686
R T Nagar,2020,Grievous Injury,Not Applicable,Others,13.038617,77.589492
R T Nagar,2021,Damage Only,Not Applicable,Others,13.039125,77.589463
R T Nagar,2021,Damage Only,Not Applicable,Others,13.027745,77.5857559
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.039267,77.589499
R T Nagar,2021,Simple Injury,Vehicle to Vehicle,Others,13.041641,77.585824
R T Nagar,2021,Simple Injury,Vehicle to Vehicle,Others,13.040594,77.573145
R T Nagar,2021,Damage Only,Vehicle to Vehicle,Others,13.028383,77.5861309
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.033982,77.575754
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.027809,77.574384
R T Nagar,2021,Fatal,Not Applicable,Others,13.022921,77.584492
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.042196,77.582895
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.043945,77.571221
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.035128,77.588857
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.04566,77.56934
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.027017,77.578988
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.026922,77.585869
R T Nagar,2021,Damage Only,Not Applicable,Others,13.028516,77.586064
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.03923,77.589373
R T Nagar,2021,Grievous Injury,Vehicle to Vehicle,Others,13.042504,77.567924
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.044318,77.565078
R T Nagar,2021,Grievous Injury,Not Applicable,Others,13.032141,77.576657
R T Nagar,2021,Fatal,Not Applicable,Others,13.041545,77.587234
R T Nagar,2021,Simple Injury,Vehicle to Vehicle,Not Applicable,13.028469,77.58618
R T Nagar,2021,Simple Injury,Hit pedestrian,Not Applicable,13.041126,77.580994
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.028035,77.585733
R T Nagar,2021,Grievous Injury,Vehicle to Vehicle,Others,13.032854,77.587879
R T Nagar,2021,Fatal,Not Applicable,Others,13.028476,77.586048
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.030436,77.586988
R T Nagar,2021,Simple Injury,Vehicle to Vehicle,Two way,13.033633,77.575857
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.030532,77.577638
R T Nagar,2021,Damage Only,Not Applicable,Others,13.037038,77.565946
R T Nagar,2021,Damage Only,Not Applicable,Others,13.04574,77.57108
R T Nagar,2021,Grievous Injury,Not Applicable,Others,13.045131,77.5642419
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.038235,77.58925
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.032467,77.587806
R T Nagar,2021,Simple Injury,Vehicle to Vehicle,Two way,13.023522,77.585847
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.028364,77.585981
R T Nagar,2021,Damage Only,Not Applicable,Others,13.028313,77.585844
R T Nagar,2021,Simple Injury,Not Applicable,Others,13.038326,77.568798
R T Nagar,2021,Damage Only,Not Applicable,Others,13.041567,77.586977
R T Nagar,2021,Damage Only,Not Applicable,Others,13.026965,77.585734
R T Nagar,2021,Fatal,Not Applicable,Others,13.041859,77.584402
R T Nagar,2022,Simple Injury,Vehicle to Vehicle,Others,13.023232,77.58486
R T Nagar,2022,Simple Injury,Vehicle to Vehicle,Others,13.027978,77.585844
R T Nagar,2022,Not Applicable,Not Applicable,Not Applicable,13.033571,77.58831
R T Nagar,2022,Grievous Injury,Vehicle to Vehicle,Others,13.038567,77.589398
R T Nagar,2022,Damage Only,Not Applicable,Others,13.025299,77.58116
R T Nagar,2022,Simple Injury,Not Applicable,Others,13.040971,77.567941
R T Nagar,2022,Simple Injury,Vehicle to Vehicle,Others,13.042556,77.573677
R T Nagar,2022,Not Applicable,Not Applicable,Others,13.029273,77.5864
R T Nagar,2022,Grievous Injury,Vehicle to Vehicle,Others,13.027151,77.578192
R T Nagar,2022,Simple Injury,Vehicle to Vehicle,Others,13.028,77.573351
R T Nagar,2022,Fatal,Not Applicable,Others,13.038569,77.5892659
R T Nagar,2022,Damage Only,Vehicle to Vehicle,Not Applicable,13.038546,77.589383
R T Nagar,2022,Simple Injury,Vehicle to Vehicle,Others,13.040966,77.567952
R T Nagar,2022,Simple Injury,Vehicle to Vehicle,Others,13.033455,77.575942
R T Nagar,2022,Grievous Injury,Vehicle to Vehicle,Others,13.032441,77.58781
R T Nagar,2022,Not Applicable,Vehicle to Vehicle,Others,13.039051,77.589454
R T Nagar,2022,Damage Only,Vehicle to Vehicle,Not Applicable,13.039271,77.589491
R T Nagar,2022,Simple Injury,Hit pedestrian,Others,13.02788,77.573963
R T Nagar,2022,Grievous Injury,Vehicle to Vehicle,Others,13.036015,77.58915
R T Nagar,2022,Simple Injury,Vehicle to Vehicle,Others,13.039243,77.589365
R T Nagar,2022,Damage Only,Vehicle to Vehicle,Others,13.022222,77.584497
R T Nagar,2022,Simple Injury,Not Applicable,Others,13.024215,77.586907
R T Nagar,2022,Simple Injury,Vehicle to Vehicle,Others,13.027697,77.585749
R T Nagar,2023,Grievous Injury,Vehicle to Vehicle,Others,13.041439,77.56848
R T Nagar,2023,Damage Only,Vehicle to Vehicle,Others,12.997286,77.598377
R T Nagar,2023,Grievous Injury,Vehicle to Vehicle,Others,13.019318,77.595718
R T Nagar,2023,Simple Injury,Hit pedestrian,Others,13.008928,77.591409
R T Nagar,2023,Grievous Injury,Vehicle to Vehicle,Not Applicable,13.027329,77.577366
R T Nagar,2023,Damage Only,Vehicle to Vehicle,Others,12.973864,77.713768
R T Nagar,2023,Simple Injury,Vehicle to Vehicle,Others,13.036464,77.597008
R T Nagar,2023,Fatal,Hit pedestrian,Others,13.038502,77.589253
R T Nagar,2023,Fatal,Hit pedestrian,Others,12.99993,77.594897
R T Nagar,2023,Grievous Injury,Vehicle to Vehicle,Others,13.02631,77.60291
R T Nagar,2023,Simple Injury,Vehicle to Vehicle,Others,13.019318,77.595718
Rajajinagar,2016,Grievous Injury,Hit pedestrian,City or Town Road,13.033271,77.60468
Rajajinagar,2016,Simple Injury,Rear end,City or Town Road,13.071208,77.552553
Rajajinagar,2016,Damage Only,Rear end,City or Town Road,13.015991,77.533823
Rajajinagar,2016,Simple Injury,Hit pedestrian,City or Town Road,13.015991,77.533823
Rajajinagar,2016,Damage Only,Rear end,City or Town Road,13.017349,77.536863
Rajajinagar,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.990098,77.558843
Rajajinagar,2016,Grievous Injury,Head on,City or Town Road,13.018799,77.536863
Rajajinagar,2016,Grievous Injury,Hit pedestrian,City or Town Road,12.987433,77.559172
Rajajinagar,2016,Fatal,Others,Others,13.033271,77.60468
Rajajinagar,2016,Grievous Injury,Head on,City or Town Road,13.037495,77.630452
Rajajinagar,2016,Simple Injury,Rear end,City or Town Road,13.018799,77.536863
Rajajinagar,2016,Grievous Injury,Head on,City or Town Road,13.033271,77.60468
Rajajinagar,2016,Damage Only,Rear end,City or Town Road,13.027954,77.632168
Rajajinagar,2016,Grievous Injury,Hit pedestrian,City or Town Road,13.033271,77.60468
Rajajinagar,2016,Grievous Injury,Hit and Run,City or Town Road,13.033271,77.60468
Rajajinagar,2016,Grievous Injury,Hit pedestrian,City or Town Road,13.033271,77.60468
Rajajinagar,2016,Grievous Injury,Overturning,City or Town Road,13.019077,77.542596
Rajajinagar,2016,Simple Injury,Overturning,City or Town Road,12.990023,77.553232
Rajajinagar,2016,Damage Only,Hit and Run,City or Town Road,12.943651,77.579179
Rajajinagar,2016,Simple Injury,Hit and Run,City or Town Road,13.033271,77.60468
Rajajinagar,2016,Grievous Injury,Rear end,City or Town Road,13.027954,77.552553
Rajajinagar,2016,Grievous Injury,Head on,City or Town Road,12.990098,77.558843
Rajajinagar,2016,Simple Injury,Others,Others,12.989815,77.55255
Rajajinagar,2016,Grievous Injury,Rear end,City or Town Road,13.005328,77.547417
Rajajinagar,2016,Grievous Injury,Hit and Run,City or Town Road,13.017349,77.539559
Rajajinagar,2016,Grievous Injury,Head on,City or Town Road,13.021339,77.53063
Rajajinagar,2016,Grievous Injury,Head on,City or Town Road,13.005328,77.547417
Rajajinagar,2016,Grievous Injury,Head on,City or Town Road,13.021339,77.53063
Rajajinagar,2016,Grievous Injury,Head on,City or Town Road,12.990098,77.558843
Rajajinagar,2016,Grievous Injury,Hit and Run,City or Town Road,13.071208,77.506054
Rajajinagar,2016,Damage Only,Head on,City or Town Road,13.027954,77.632168
Rajajinagar,2016,Grievous Injury,Hit pedestrian,City or Town Road,13.02954,77.632168
Rajajinagar,2017,Fatal,Hit pedestrian,City or Town Road,13.01383,77.32334
Rajajinagar,2017,Damage Only,Rear end,City or Town Road,13.0139,77.332161
Rajajinagar,2017,Fatal,Overturning,City or Town Road,13.10887,77.315317
Rajajinagar,2017,Simple Injury,Rear end,City or Town Road,13.05644,77.323178
Rajajinagar,2017,Fatal,Hit pedestrian,City or Town Road,13.11287,77.313183
Rajajinagar,2017,Simple Injury,Rear end,City or Town Road,13.1768,77.321271
Rajajinagar,2017,Simple Injury,Hit pedestrian,City or Town Road,13.0894,77.315485
Rajajinagar,2017,Simple Injury,Rear end,City or Town Road,13.0139,77.332161
Rajajinagar,2017,Simple Injury,Rear end,City or Town Road,13.001453,77.525079
Rajajinagar,2017,Simple Injury,Hit pedestrian,City or Town Road,13.008836,77.527092
Rajajinagar,2017,Simple Injury,Hit pedestrian,City or Town Road,13.009346,77.526715
Rajajinagar,2017,Fatal,Rear end,City or Town Road,13.0220708,77.5244444
Rajajinagar,2017,Fatal,Head on,City or Town Road,13.003959,77.526298
Rajajinagar,2017,Fatal,Hit pedestrian,City or Town Road,13.05423,77.32378
Rajajinagar,2017,Damage Only,Rear end,City or Town Road,13.05418,77.7322211
Rajajinagar,2017,Simple Injury,Hit pedestrian,City or Town Road,13.014414,77.538733
Rajajinagar,2017,Simple Injury,Hit pedestrian,City or Town Road,12.997534,77.554282
Rajajinagar,2018,Simple Injury,Hit pedestrian,City or Town Road,13.01452,77.53064
Rajajinagar,2018,Simple Injury,Rear end,City or Town Road,13.05418,77.322211
Rajajinagar,2018,Simple Injury,Rear end,City or Town Road,13.05418,77.322211
Rajajinagar,2018,Simple Injury,Rear end,City or Town Road,13.04549,77.322204
Rajajinagar,2018,Simple Injury,Head on,City or Town Road,13.04549,77.322204
Rajajinagar,2018,Simple Injury,Hit pedestrian,City or Town Road,13.1868,77.323334
Rajajinagar,2018,Simple Injury,Head on,City or Town Road,13.02714,77.313672
Rajajinagar,2018,Simple Injury,Hit pedestrian,City or Town Road,13.01597,77.32013
Rajajinagar,2018,Fatal,Rear end,City or Town Road,13.0014,77.5268
Rajajinagar,2018,Simple Injury,Rear end,City or Town Road,13.05418,77.322211
Rajajinagar,2018,Simple Injury,Rear end,City or Town Road,13.05254,77.33506
Rajajinagar,2018,Simple Injury,Rear end,City or Town Road,13.0139,77.332161
Rajajinagar,2018,Simple Injury,Rear end,City or Town Road,13.0036,77.33195
Rajajinagar,2018,Grievous Injury,Rear end,City or Town Road,13.0014,77.5268
Rajajinagar,2018,Fatal,Hit and Run,City or Town Road,13.0036,77.33195
Rajajinagar,2018,Grievous Injury,Head on,City or Town Road,13.0894,77.315485
Rajajinagar,2018,Simple Injury,Hit pedestrian,City or Town Road,13.0894,77.315485
Rajajinagar,2018,Simple Injury,Rear end,City or Town Road,13.009477,77.527088
Rajajinagar,2018,Simple Injury,Hit pedestrian,City or Town Road,13.02562,77.315729
Rajajinagar,2018,Simple Injury,Hit pedestrian,City or Town Road,13.000129,77.530829
Rajajinagar,2018,Simple Injury,Hit pedestrian,City or Town Road,13.02714,77.313672
Rajajinagar,2018,Simple Injury,Head on,City or Town Road,13.0014,77.5268
Rajajinagar,2018,Simple Injury,Rear end,City or Town Road,12.988546,77.559142
Rajajinagar,2018,Simple Injury,Hit pedestrian,City or Town Road,13.01834,77.311751
Rajajinagar,2018,Simple Injury,Hit pedestrian,City or Town Road,13.0014,77.5268
Rajajinagar,2018,Grievous Injury,Hit pedestrian,City or Town Road,13.0014,77.5268
Rajajinagar,2018,Simple Injury,Hit pedestrian,City or Town Road,13.0139,77.332161
Rajajinagar,2018,Simple Injury,Hit pedestrian,City or Town Road,13.05644,77.323178
Rajajinagar,2018,Simple Injury,Hit pedestrian,City or Town Road,13.01597,77.32013
Rajajinagar,2018,Simple Injury,Head on,City or Town Road,13.02714,77.313672
Rajajinagar,2018,Simple Injury,Hit pedestrian,City or Town Road,13.02562,77.315729
Rajajinagar,2018,Simple Injury,Hit pedestrian,City or Town Road,13.1768,77.321271
Rajajinagar,2018,Simple Injury,Head on,City or Town Road,13.02714,77.313672
Rajajinagar,2018,Simple Injury,Head on,City or Town Road,13.05644,77.323178
Rajajinagar,2018,Simple Injury,Hit pedestrian,City or Town Road,13.10887,77.315317
Rajajinagar,2018,Grievous Injury,Rear end,City or Town Road,13.10887,77.315317
Rajajinagar,2018,Simple Injury,Rear end,City or Town Road,13.05418,77.322211
Rajajinagar,2018,Simple Injury,Hit and Run,City or Town Road,13.0014,77.5268
Rajajinagar,2018,Simple Injury,Hit pedestrian,City or Town Road,13.02714,77.313672
Rajajinagar,2018,Simple Injury,Others,City or Town Road,13.003959,77.526298
Rajajinagar,2018,Simple Injury,Head on,City or Town Road,13.01398,77.323368
Rajajinagar,2018,Fatal,Run Off Road,City or Town Road,13.1529,77.315547
Rajajinagar,2018,Grievous Injury,Rear end,City or Town Road,13.05418,77.32211
Rajajinagar,2018,Fatal,Hit pedestrian,City or Town Road,13.0014,77.5268
Rajajinagar,2018,Fatal,Hit and Run,City or Town Road,13.03197,77.322352
Rajajinagar,2018,Fatal,Hit pedestrian,City or Town Road,13.017387,77.531653
Rajajinagar,2018,Simple Injury,Rear end,City or Town Road,13.02714,77.313672
Rajajinagar,2018,Simple Injury,Hit and Run,City or Town Road,13.05254,77.33506
Rajajinagar,2019,Grievous Injury,Head on,City or Town Road,13.02714,77.313672
Rajajinagar,2019,Grievous Injury,Right Turn Collision,City or Town Road,13.0139,77.332161
Rajajinagar,2019,Grievous Injury,Vehicle to Vehicle,Two way,13.05418,77.32211
Rajajinagar,2019,Grievous Injury,Vehicle to Vehicle,One way,13.05254,77.33506
Rajajinagar,2019,Grievous Injury,Others,City or Town Road,13.05638,77.323192
Rajajinagar,2019,Simple Injury,Hit pedestrian,City or Town Road,13.0014,77.5268
Rajajinagar,2019,Grievous Injury,Vehicle to Vehicle,Service Road,13.0014,77.5268
Rajajinagar,2019,Simple Injury,Hit pedestrian,Two way,13.0894,77.315485
Rajajinagar,2019,Simple Injury,Hit pedestrian,City or Town Road,13.02714,77.313672
Rajajinagar,2019,Simple Injury,Hit pedestrian,City or Town Road,13.0014,77.5268
Rajajinagar,2019,Grievous Injury,Vehicle to Vehicle,Two way,13.04549,77.322204
Rajajinagar,2019,Simple Injury,Rear end,City or Town Road,13.01398,77.323368
Rajajinagar,2019,Grievous Injury,Hit pedestrian,Two way,13.02714,77.313672
Rajajinagar,2019,Simple Injury,Not Applicable,One way,13.10887,77.315317
Rajajinagar,2019,Simple Injury,Hit pedestrian,Two way,13.0014,77.5268
Rajajinagar,2019,Simple Injury,Hit pedestrian,City or Town Road,13.05638,77.323192
Rajajinagar,2019,Fatal,Hit pedestrian,Two way,13.05638,77.323192
Rajajinagar,2019,Grievous Injury,Vehicle to Vehicle,One way,13.0014,77.5268
Rajajinagar,2019,Fatal,Vehicle to Vehicle,Two way,13.1868,77.323334
Rajajinagar,2019,Simple Injury,Skidding or Self accident,City or Town Road,13.05254,77.3306
Rajajinagar,2019,Simple Injury,Hit pedestrian,City or Town Road,13.05254,77.33506
Rajajinagar,2019,Fatal,Hit pedestrian,Two way,13.02714,77.313672
Rajajinagar,2019,Fatal,Rear end,City or Town Road,13.04549,77.322204
Rajajinagar,2019,Simple Injury,Hit pedestrian,Two way,13.04549,77.322204
Rajajinagar,2019,Grievous Injury,Hit pedestrian,Two way,13.0014,77.5268
